object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_artist,_place_of_origin,_style,_department,_technique,_image_id,_classification,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
21508,牡丹卷轴锥形碗,北宋（960-1127）或晋朝（1115-1234），12世纪,,耀州窑；釉下模压装饰石器,,4.2 × 10.1 cm (1 5/8 × 4 in.); Diam.: 10.1 cm (4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21508,"https://www.artic.edu/iiif/2/f4991945-cb36-b859-5d8b-c0330b7d777f/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,宋朝（960-1279）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,f4991945-cb36-b859-5d8b-c0330b7d777f,,,True,Conical Bowl with Peony Scroll,"Northern Song (960–1127) or Jin dynasty (1115–1234), 12th century",,Yaozhou ware; stoneware with underglaze molded decoration,,Chinese,Bequest of Russell Tyson,Song dynasty (960-1279),Unknown,Stoneware,Art Institute of Chicago,Song dynasty (c. 960),未知,炻器
80777,铠甲护卫王（天王）游荡妖,唐朝（618-907），8世纪上半叶,,三色铅釉陶器,,H.: 94 cm (37 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80777,"https://www.artic.edu/iiif/2/6947bceb-61a7-9d78-767a-004c4ed00fbb/full/843,/0/default.jpg",,Joseph Winterbotham的遗赠,,2026-05-27,唐朝（618-907）,未知,陶器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6947bceb-61a7-9d78-767a-004c4ed00fbb,,,True,Armored Guardian King (Tianwang) Trampling Demon,"Tang dynasty (618–907), first half of 8th century",,Earthenware with three-color (sancai) lead glazes,,Chinese,Bequest of Joseph Winterbotham,Tang dynasty (618-907),Unknown,Earthenware,Art Institute of Chicago,Tang dynasty (c. 618),未知,陶器
80879,女仆购物,1888,,象牙纸上的黑色干点,,Image: 19.5 × 13.2 cm (7 11/16 × 5 1/4 in.); Plate: 20 × 13.8 cm (7 7/8 × 5 7/16 in.); Sheet: 35.7 × 23.7 cm (14 1/16 × 9 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80879,"https://www.artic.edu/iiif/2/b343a124-4bcc-6ea6-d045-a73f21c3aaf5/full/843,/0/default.jpg",,阿尔伯特·鲁利耶纪念收藏,,2026-05-27,1888,未知,象牙,未知,0.8,"Camille Pissarro
French, 1830-1903",France,,Prints and Drawings,,b343a124-4bcc-6ea6-d045-a73f21c3aaf5,,,False,The Maid Shopping,1888,,Drypoint in black on ivory laid China paper,,Unknown,Albert Roullier Memorial Collection,1888,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1888),未知,象牙
21319,青铜酒器形状的花瓶，有龙、波浪和三角图,明朝（1368-1644），万历年间（1573-1620）,,釉上彩瓷器,,22.6 × 14.8 cm (8 7/8 × 5 13/16 in.); Diam.: 14.8 cm (5 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21319,"https://www.artic.edu/iiif/2/968f9012-eb40-5d96-bd18-f7518cf0c046/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,明朝（1368-1644）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,968f9012-eb40-5d96-bd18-f7518cf0c046,,,False,"Vase in the Form of a Bronze Wine Vessel, with Dragons, Waves, and Trigrams","Ming dynasty (1368–1644), Wanli reign mark and period (1573–1620)",,Porcelain painted in overglaze enamel,,Chinese,Bequest of Russell Tyson,Ming dynasty (1368-1644),Unknown,Porcelain,Art Institute of Chicago,Ming dynasty (c. 1368),未知,瓷
12344,龙、牡丹和风格化云朵盘,宋朝（960-1279）,,丁瓷；釉下模压装饰瓷器；铜制轮圈,,4.5 × 17.3 cm (1 3/4 × 6 13/16 in.); Diam.: 17.3 cm (6 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12344,"https://www.artic.edu/iiif/2/a8ffdb11-9570-d94d-67f8-8fbad671eba1/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,宋朝（960-1279）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,a8ffdb11-9570-d94d-67f8-8fbad671eba1,,,False,"Dish with Dragons, Peonies, and Stylized Clouds",Song dynasty (960–1279),,Ding ware; porcelain with underglaze molded decoration; copper rim,,Chinese,Lucy Maud Buckingham Collection,Song dynasty (960-1279),Unknown,Porcelain,Art Institute of Chicago,Song dynasty (c. 960),未知,瓷
84370,大裸体,1906/07,,浅灰色中国纸上的黑色石版画,,Image: 28 × 26 cm (11 1/16 × 10 1/4 in.); Sheet: 44.8 × 35.2 cm (17 11/16 × 13 7/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/84370,"https://www.artic.edu/iiif/2/7e26c416-7472-f436-3dae-3bfa8ed899bc/full/843,/0/default.jpg",,印刷品和图纸购买基金,,2026-05-27,1906/07,未知,浅灰色中国纸上的黑色石版画,未知,0.8,"Henri Matisse
French, 1869-1954",France,,Prints and Drawings,,7e26c416-7472-f436-3dae-3bfa8ed899bc,,,False,The Large Nude,1906/07,,Lithograph in black on light gray laid China paper,,Unknown,Prints and Drawings Purchase Fund,1906/07,Unknown,Lithograph in black on light gray laid China paper,Art Institute of Chicago,Qing dynasty (c. 1906),未知,纸
52949,“月宫”像的凸面镜：野兔扑仙丹、蟾蜍、嫦娥抱不朽桃,唐朝（公元618-907年），8世纪,,青铜,,15 × 13.9 × 0.8 cm (5 15/16 × 5 1/2 × 11 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/52949,"https://www.artic.edu/iiif/2/6e0ea067-a95d-29bc-b00c-25920fe87ebf/full/843,/0/default.jpg",,昌西·麦考密克信托基金,,2026-05-27,唐朝（618-907）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6e0ea067-a95d-29bc-b00c-25920fe87ebf,,,False,"Lobed Mirror with Images of the “Moon Palace”: Hare Pounding Elixir, Toad, and Chang E Holding Peaches of Immortality","Tang dynasty (A.D. 618–907), 8th century",,Bronze,,Chinese,Chauncey McCormick Trust Fund,Tang dynasty (618-907),Unknown,Bronze,Art Institute of Chicago,Tang dynasty (c. 618),未知,青铜
21286,带花卷轴的碗,清朝（1644-1911）,,釉下蓝釉上黄釉瓷器,,4.3 × 9.5 cm (1 11/16 × 3 3/4 in.); Diam.: 9.5 cm (3 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21286,"https://www.artic.edu/iiif/2/6e902323-e381-3e36-64b0-9dc8cbf7b1dc/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6e902323-e381-3e36-64b0-9dc8cbf7b1dc,,,False,Bowl with Floral Scrolls,Qing dynasty (1644–1911),,Porcelain painted in underglaze blue and overglaze yellow enamel,,Chinese,Bequest of Russell Tyson,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
92911,一对罐子,西周（约公元前1046-771年），公元前9/8年末,,青铜,,50.5 × 36.4 cm (20 1/16 × 14 5/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/92911,"https://www.artic.edu/iiif/2/a1399d6b-3f99-0d7f-971e-b687edabd12e/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,西周（公元前1046-771年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,a1399d6b-3f99-0d7f-971e-b687edabd12e,,,True,Pair of Jars,"Western Zhou dynasty (c. 1046–771 BC ), late 9th/8th BC",,Bronze,,Chinese,Lucy Maud Buckingham Collection,Western Zhou dynasty (1046-771 BCE),Unknown,Bronze,Art Institute of Chicago,Song dynasty (c. 1046),未知,青铜
142530,葬礼沙发上的镶板（观创）,北魏（386-535）；约525,,石灰岩,,44.7 × 94 × 3.5 cm (17 5/8 × 37 × 1 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/142530,"https://www.artic.edu/iiif/2/fb727aaa-c7c6-86df-ffec-a3b3aab744f8/full/843,/0/default.jpg",,Ardith Lauerman基金；路易斯·卢茨、塞缪尔·M·尼克森和拉塞尔·泰森捐赠基金,,2026-05-27,北魏（386-534）,未知,石灰岩,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,fb727aaa-c7c6-86df-ffec-a3b3aab744f8,,,True,Panels from a Funerary Couch (Guanchuang),Northern Wei dynasty (386–535); c. 525,,Limestone,,Chinese,"Ardith Lauerman Fund; Louise Lutz, Samuel M. Nickerson and Russell Tyson endowments",Northern Wei dynasty (386-534),Unknown,Limestone,Art Institute of Chicago,北魏（386-534）,未知,石灰岩
14323,Manao tupapau（她想鬼或鬼想她），来自Noa Noa套房,1893年/94年，1921年印刷出版,,灰色象牙瓷纸上的黑色木版印刷,,Image: 20.5 × 35.6 cm (8 1/8 × 14 1/16 in.); Sheet: 27.2 × 43 cm (10 3/4 × 16 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14323,"https://www.artic.edu/iiif/2/64a42994-21a1-ceec-e235-77f6830db82f/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1893年/94年，1921年印刷出版,未知,象牙,未知,0.8,"Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,,Prints and Drawings,,64a42994-21a1-ceec-e235-77f6830db82f,,,False,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite","1893/94, printed and published 1921",,Wood-block print in black ink on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1893/94, printed and published 1921",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1893),未知,象牙
12514,花盆花盆,明朝（1368-1644），15世纪,,钧瓷；带有不透明淡蓝色和红紫色釉料的石器,,6.1 × 19.2 cm (2 3/8 × 7 9/16 in.); Diam.: 19.2 cm (7 9/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12514,"https://www.artic.edu/iiif/2/3be9a5a8-26a3-6732-3c83-33da5095b15d/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,明朝（1368-1644）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,3be9a5a8-26a3-6732-3c83-33da5095b15d,,,False,Lobed Basin for Flowerpot,"Ming dynasty (1368–1644), 15th century",,Jun ware; stoneware with opaque pale-blue and reddish-purple glaze,,Chinese,Lucy Maud Buckingham Collection,Ming dynasty (1368-1644),Unknown,Stoneware,Art Institute of Chicago,Ming dynasty (c. 1368),未知,炻器
75361,桃花源桃花源圖,明末（1368-1644）或清初（1644-1912）王朝,,Handscroll；丝绸上的墨水和颜色,,32.5 × 558.2 cm (12 13/16 × 219 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/75361,"https://www.artic.edu/iiif/2/7d5dcd32-b556-6d64-c90e-d195717f633f/full/843,/0/default.jpg",,凯特·S·白金汉捐赠基金会,,2026-05-27,明朝（1368-1644）,未知,丝绸,中文,0.8,"Artist unknown (17th century), spurious signature of Qiu Ying 仇英 (c. 1500-1552)
Chinese",China,Chinese (culture or style),Arts of Asia,,7d5dcd32-b556-6d64-c90e-d195717f633f,,,False,The Peach Blossom Spring 桃花源圖,Late Ming (1368–1644) or early Qing (1644–1912) dynasty,,Handscroll; ink and color on silk,,Chinese,Kate S. Buckingham Endowment,Ming dynasty (1368-1644),Unknown,Silk,Art Institute of Chicago,Ming dynasty (c. 1368),未知,丝绸
199165,Ladislav Sutnar中国（咖啡套装）,约1930年,,明胶银印,,Image: 16.5 × 22.5 cm (6 1/2 × 8 7/8 in.); Paper: 17.4 × 23.4 cm (6 7/8 × 9 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/199165,"https://www.artic.edu/iiif/2/088b5ef2-4202-d254-2dda-e7a02d30be7e/full/843,/0/default.jpg",,用Beth和George Drost提供的资金购买,,2026-05-27,约1930年,未知,明胶银,未知,0.8,"Josef Sudek
Czech, 1896–1976",Czech Republic,,Photography and Media,,088b5ef2-4202-d254-2dda-e7a02d30be7e,,,False,Ladislav Sutnar China (Coffee Set),c. 1930,,Gelatin silver print,,Unknown,Purchased with funds provided by Beth and George Drost,c. 1930,Unknown,Gelatin silver,Art Institute of Chicago,Qing dynasty (c. 1930),未知,银
79336,《面具响起葬礼的号角》，《致埃德加·坡》第三版,1882,,象牙瓷纸上的黑色石版画，放在白色编织纸上,,Image/chine: 26 × 19.3 cm (10 1/4 × 7 5/8 in.); Sheet: 44 × 30.5 cm (17 3/8 × 12 1/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/79336,"https://www.artic.edu/iiif/2/c3d9b209-b9c1-b9c2-d865-4322d71a89bf/full/843,/0/default.jpg",,Stickney系列,,2026-05-27,1882,未知,象牙,未知,0.8,"Odilon Redon
French, 1840-1916",France,,Prints and Drawings,,c3d9b209-b9c1-b9c2-d865-4322d71a89bf,,,False,"A Mask Sounds the Funeral Knell, plate three from To Edgar Poe",1882,,"Lithograph in black on ivory China paper, laid down on white wove paper",,Unknown,The Stickney Collection,1882,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1882),未知,象牙
39774,男式长袍,清朝（1644-1911），约1780年代-1790年代,,丝绸，1:1平纹纱织；用茎填充针绣；袖子：丝绸，1:1平纹纱织（图案）；镶边和闭合：丝绸和金箔覆盖在漆纸条包裹的丝绸上，经纱浮面4:1缎纹织物，辅以刺绣纬线；脖子上装饰着金箔绳，上面是漆纸条，包裹着丝绸，上面铺着丝绸；袖子和袖口内衬丝绸，1:1平纹纱织,,138.4 × 202.9 cm (54 1/2 × 79 7/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/39774,"https://www.artic.edu/iiif/2/229e0568-f5ad-8cb9-531a-50fd5e51c3e7/full/843,/0/default.jpg",,Samuel E.Barrett夫人通过古董协会赠送的礼物,,2026-05-27,清朝（1644-1912）,未知,金,中文,0.8,"Manchu
China",China,qing,Textiles,,229e0568-f5ad-8cb9-531a-50fd5e51c3e7,,,True,Man's Jifu (Semiformal Court Robe),"Qing dynasty (1644–1911), c. 1780s-1790s",,"Silk, 1:1 plain gauze weave; embroidered in stem filling stitches; sleeves: silk, 1:1 plain gauze weave (figured); edging and closures: silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, warp-float faced 4:1 satin weave with supplementary brocading wefts; neck trimmed with cords of gold-leaf-over-lacquered-paper-strip-wrapped silk couched with silk; sleeves and cuffs lined with silk, 1:1 plain gauze weave",,Chinese,Gift of Mrs. Samuel E. Barrett through the Antiquarian Society,Qing dynasty (1644-1912),Unknown,Gold,Art Institute of Chicago,Qing dynasty (c. 1644),未知,金
69770,弧形吊坠（黄）,西周时期，约公元前10世纪。,,翡翠,,"0.4 × 11.8 cm (1/8 × 4 5/8 in.); Flesh, . of flesh: Diam.: 3.5 cm (1 3/8 in.)",Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69770,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,西周（公元前1046-771年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Arc-shaped pendant (huang),"Western Zhou period, c. 10th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Western Zhou dynasty (1046-771 BCE),Unknown,Jade,Art Institute of Chicago,Song dynasty (c. 1046),未知,翡翠
42390,六叶萍形花瓶,清朝（1644-1911），康熙统治时期（1662-1722）,,绿色裂纹釉瓷器,,18.1 × 5.4 cm (7 1/8 × 2 1/8 in.); Diam.: 5.4 cm (2 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/42390,"https://www.artic.edu/iiif/2/72d61ff8-402f-cbbc-8ef7-8620a3814a92/full/843,/0/default.jpg",,亨利·C·施瓦布的遗赠,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,72d61ff8-402f-cbbc-8ef7-8620a3814a92,,,False,Amphora-Shaped Vase (Liuyeping),"Qing dynasty (1644–1911), Kangxi reign mark and period (1662–1722)",,Porcelain with green crackled glaze,,Chinese,Bequest of Henry C. Schwab,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
12470,带有花卉设计的三脚架香烛架,明朝（1368-1644）,,青瓷釉下模压装饰石器,,12.9 × 13.6 cm (5 1/16 × 5 3/8 in.); Diam.: 13.6 cm (5 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12470,"https://www.artic.edu/iiif/2/3b8072d2-fcd1-ba58-493d-37b6fe73b468/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,明朝（1368-1644）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,3b8072d2-fcd1-ba58-493d-37b6fe73b468,,,False,Tripod Incense Holder with Floral Design,Ming dynasty (1368–1644),,Celadon-glazed stoneware with underglaze molded decoration,,Chinese,Lucy Maud Buckingham Collection,Ming dynasty (1368-1644),Unknown,Stoneware,Art Institute of Chicago,Ming dynasty (c. 1368),未知,炻器
86747,带有龙阿拉伯图案的镜子,东周、战国或西汉早期，公元前3世纪/2世纪。,,青铜,,Diam.: 20.8 cm (8 3/8 in.); Thickness: D.: 0.2 cm (3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/86747,"https://www.artic.edu/iiif/2/6043076f-d641-25ee-e022-04ea162d339d/full/843,/0/default.jpg",,塞缪尔·M·尼克森基金,,2026-05-27,汉朝（公元前206年-公元220年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6043076f-d641-25ee-e022-04ea162d339d,,,False,Mirror with Dragon Arabesques,"Eastern Zhou dynasty, Warring States period or early Western Han dynasty, 3rd/2nd century B.C.",,Bronze,,Chinese,Samuel M. Nickerson Fund,Han dynasty (206 BCE-220 CE),Unknown,Bronze,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,青铜
86599,折叠式油灯,汉朝，公元前206年-公元220年,,青铜雕刻装饰,,6.5 × 13 × 11.2 cm (2 1/2 × 5 1/8 × 4 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/86599,"https://www.artic.edu/iiif/2/2e447dcb-f997-4847-be70-01051363471d/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,2e447dcb-f997-4847-be70-01051363471d,,,False,Folding Oil Lamp,"Han dynasty, 206 BCE–220 CE",,Bronze with incised decoration,,Chinese,Lucy Maud Buckingham Collection,Han dynasty (206 BCE-220 CE),Unknown,Bronze,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,青铜
259158,月亮瓶,约1875年,,骨瓷,,26.4 × 21 × 11.5 cm (10 3/8 × 8 1/4 × 4 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/259158,"https://www.artic.edu/iiif/2/b3981517-ade4-b6d4-01e9-296b77395ec2/full/843,/0/default.jpg",,Helene Fortunoff和Robert Grossman的礼物,,2026-05-27,约1875年,未知,骨头,未知,0.8,"Probably Minton (Stoke-on-Trent, England, founded 1793)",Stoke-on-Trent,Aestheticism,Applied Arts of Europe,,b3981517-ade4-b6d4-01e9-296b77395ec2,,,True,Moon Flask,c. 1875,,Bone china,,Unknown,Gift of Helene Fortunoff and Robert Grossman,c. 1875,Unknown,Bone,Art Institute of Chicago,Qing dynasty (c. 1875),未知,骨头
259169,双花瓶,1870,,骨瓷和珐琅,,Approx. 16.2 x 15.9 x 9.5 (6 3/8 x 6 1/4 x 3 3/4 in),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/259169,"https://www.artic.edu/iiif/2/ab6f1a91-28ca-2beb-1375-1451cd7d8756/full/843,/0/default.jpg",,Helene Fortunoff和Robert Grossman的礼物,,2026-05-27,1870,未知,骨头,未知,0.8,"Probably designed by Christopher Dresser (English, born Scotland, 1834-1904)
Minton (Stoke-on-Trent, England, founded 1793)",Stoke-on-Trent,Aestheticism,Applied Arts of Europe,,ab6f1a91-28ca-2beb-1375-1451cd7d8756,,,False,Double Vase,1870,,Bone china and enamel,,Unknown,Gift of Helene Fortunoff and Robert Grossman,1870,Unknown,Bone,Art Institute of Chicago,Qing dynasty (c. 1870),未知,骨头
259178,茶具,约1885年,,骨瓷、珐琅和镀金,,Tray: 3.9 × 44.8 × 33.1 cm (1 1/2 × 17 5/8 × 13 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/259178,"https://www.artic.edu/iiif/2/c3e0bfc0-ed35-c9ed-eec3-1a96971636cb/full/843,/0/default.jpg",,Helene Fortunoff和Robert Grossman的礼物,,2026-05-27,约1885年,未知,骨头,未知,0.8,"Designed by Thomas Blocksidge (English)
Coalport Porcelain Factory (England, about 1799-1926)",Shropshire,Japanism,Applied Arts of Europe,,c3e0bfc0-ed35-c9ed-eec3-1a96971636cb,,,True,Tea Service,c. 1885,,"Bone china, enamel, and gilding",,Unknown,Gift of Helene Fortunoff and Robert Grossman,c. 1885,Unknown,Bone,Art Institute of Chicago,Qing dynasty (c. 1885),未知,骨头
