object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_culture,_findspot,_object_name_detail,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,_plant_name,_collection,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_artist,_place_of_origin,_style,_department,_technique,_image_id,_category,_dynasty,_reign,_object_date,_country,_region,_artist_bio,_artist_nationality,_image_small,_accession_year,_is_public_domain,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,image_valid,aligned_museum,museum_location,aligned_period,period_era,aligned_type,type_category,type_subcategory,aligned_material,material_category
141855,瓜廖尔欢乐谷（负面编号1328a）,1860s,,蛋白印相,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141855,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14076,,,2023-121,2026-05-27,1860s,未知,相册,未知,0.65,,,,,False,"The Happy Valley, Gwalior (Negative No. 1328a)",1860s,,Albumen print,,Unknown,,1860s,Unknown,Albumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860s,,2023-121,Albumen print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1860),Unknown,未知,Unknown,Unknown,,Unknown
141854,Bhil妇女享受乘坐马车,约1890年,,蛋白印相,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141854,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14069,,,2023-120,2026-05-27,约1890年,未知,相册,未知,0.65,,,,,False,Bhil Women Enjoying Ride in a Horse-Drawn Carriage,ca. 1890,,Albumen print,,Unknown,,ca. 1890,Unknown,Albumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1890,,2023-120,Albumen print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1890),Unknown,未知,Unknown,Unknown,,Unknown
141853,Nautch Dancer和两位音乐家,约1862年,,蛋白印相,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141853,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14080,,,2023-119,2026-05-27,约1862年,未知,相册,未知,0.65,,,,,False,Nautch Dancer and two Musicians,ca. 1862,,Albumen print,,Unknown,,ca. 1862,Unknown,Albumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1862,,2023-119,Albumen print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1862),Unknown,未知,Unknown,Unknown,,Unknown
141850,De money（奥巴西酋长）,2009,,显色印刷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141850,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240604_14178,,,2023-125,2026-05-27,2009,未知,显色印刷,未知,0.65,,,,,False,De money (Obuasi Chief),2009,,Chromogenic print,,Unknown,,2009,Unknown,Chromogenic print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,2023-125,Chromogenic print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2009),Unknown,未知,Unknown,Unknown,,Unknown
141843,北京东村（9号）,1998,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141843,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8826,,,2023-104.35,2026-05-27,1998,未知,明胶银,未知,0.65,,,,,False,East Village Beijing (No. 9),1998,,Gelatin silver print,,Unknown,,1998,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,,2023-104.35,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1998),Unknown,未知,Unknown,Unknown,银,Metal
141835,北京东村（8号）,1993,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141835,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8808,,,2023-104.27,2026-05-27,1993,未知,明胶银,未知,0.65,,,,,False,East Village Beijing (No. 8),1993,,Gelatin silver print,,Unknown,,1993,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,,2023-104.27,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1993),Unknown,未知,Unknown,Unknown,银,Metal
141833,北京东村（8号）,1995,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141833,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8828,,,2023-104.25,2026-05-27,1995,未知,明胶银,未知,0.65,,,,,False,East Village Beijing (No. 8),1995,,Gelatin silver print,,Unknown,,1995,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,,2023-104.25,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1995),Unknown,未知,Unknown,Unknown,银,Metal
141831,北京东村（21号）,1996,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141831,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8833,,,2023-104.23,2026-05-27,1996,未知,明胶银,未知,0.65,,,,,False,East Village Beijing (No. 21),1996,,Gelatin silver print,,Unknown,,1996,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,,2023-104.23,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1996),Unknown,未知,Unknown,Unknown,银,Metal
141821,北京东村自画像,1994,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141821,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8829,,,2023-104.13,2026-05-27,1994,未知,明胶银,未知,0.65,,,,,False,"Self-portrait, East Village, Beijing",1994,,Gelatin silver print,,Unknown,,1994,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,,2023-104.13,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1994),Unknown,未知,Unknown,Unknown,银,Metal
141810,自画像，北京（第二期）,1995,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141810,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8820,,,2023-104.2,2026-05-27,1995,未知,明胶银,未知,0.65,,,,,False,"Self-portrait, Beijing (No. 2)",1995,,Gelatin silver print,,Unknown,,1995,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,,2023-104.2,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1995),Unknown,未知,Unknown,Unknown,银,Metal
141809,自画像,1931,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141809,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_103021,,,2023-229,2026-05-27,1931,未知,明胶银,未知,0.65,,,,,False,Self-portrait,1931,,Gelatin silver print,,Unknown,,1931,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,,2023-229,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1931),Unknown,未知,Unknown,Unknown,银,Metal
141807,踢踏舞连衣裙排练,1928,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141807,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_103033,,,2023-227,2026-05-27,1928,未知,明胶银,未知,0.65,,,,,False,Tap Dance Dress Rehearsal,1928,,Gelatin silver print,,Unknown,,1928,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,,2023-227,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1928),Unknown,未知,Unknown,Unknown,银,Metal
141806,弗雷德里克斯堡,1936,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141806,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13975,,,2023-226,2026-05-27,1936,未知,明胶银,未知,0.65,,,,,False,"Fredericksburg, Virginia",1936,,Gelatin silver print,,Unknown,,1936,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,,2023-226,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1936),Unknown,未知,Unknown,Unknown,银,Metal
141804,边桥谜案,1929–31,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141804,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13977,,,2023-224,2026-05-27,1929–31,未知,明胶银,未知,0.65,,,,,False,The Bridge,1929–31,,Gelatin silver print,,Unknown,,1929–31,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929–31,,2023-224,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1929),Unknown,未知,Unknown,Unknown,银,Metal
141803,霍森诺普夫二世,1930s,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141803,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_103023,,,2023-223,2026-05-27,1930s,未知,明胶银,未知,0.65,,,,,False,Hosenknöpfe II,1930s,,Gelatin silver print,,Unknown,,1930s,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930s,,2023-223,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1930),Unknown,未知,Unknown,Unknown,银,Metal
141792,伊利大教堂：南往东,1891,,或白金版,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141792,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13968,,,2023-208,2026-05-27,1891,未知,或白金版,未知,0.65,,,,,False,Ely Cathedral: South Aisle to East,1891,,Platinum print,,Unknown,,1891,Unknown,Platinum print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,,2023-208,Platinum print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1891),Unknown,未知,Unknown,Unknown,金,Metal
141785,巴黎芭蕾舞剧《Errante》中的女人和“天使”,1933,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141785,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13971,,,2023-195,2026-05-27,1933,未知,明胶银,未知,0.65,,,,,False,"Woman and “Angel” in Ballet Errante, Paris",1933,,Gelatin silver print,,Unknown,,1933,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933,,2023-195,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1933),Unknown,未知,Unknown,Unknown,银,Metal
141747,凤凰与裕仁,江户时代，1603-1868,,悬挂卷轴：丝绸上的墨水和颜色,日语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141747,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240430_12921,,,2023-115,2026-05-27,江户时代（1603-1868）,未知,丝绸,日语,0.75,,,,,False,Phoenix and Jurōjin,"Edo period, 1603–1868",,Hanging scroll: ink and color on silk,Japanese,Japanese,,Edo period (1603-1868),Unknown,Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese,18th century,"Edo period, 1603–1868",2023-115,Hanging scroll: ink and color on silk,False,Princeton University Art Museum,"Princeton, United States",Ming dynasty (c. 1603),Unknown,未知,Unknown,Unknown,丝绸,Textile
141742,吊灯项目,,,蜡笔、水彩和水粉画,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141742,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9664,,,2023-103.57,2026-05-27,未知,未知,水彩,法语,0.65,,,,,False,Project for a chandelier,,,"Crayon, watercolor, and gouache",French,French,,Unknown,Unknown,Watercolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,2023-103.57,"Crayon, watercolor, and gouache",False,Princeton University Art Museum,"Princeton, United States",未知,Unknown,未知,Unknown,Unknown,水彩,Painting Material
141741,交易所宫铜钟的波伊特姿势计划,1827,,印度墨水、石墨、粉红色、黄色和蓝色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141741,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9654,,,2023-103.56,2026-05-27,1827,未知,印度墨水、石墨、粉红色、黄色和蓝色墨水,法语,0.75,,,,,False,"Plan pour la Pose de la Boite en Bronze de l’horloge du Palais de la Bourse (Plan for the clock of
the Bourse)",1827,,"Indian ink, graphite, pink, yellow and blue ink washes",French,French,,1827,Unknown,"Indian ink, graphite, pink, yellow and blue ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1827,,2023-103.56,"Indian ink, graphite, pink, yellow and blue ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1827),Unknown,未知,Unknown,Unknown,墨水,Painting Material
141738,门,,,墨汁,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141738,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9595,,,2023-103.63,2026-05-27,未知,未知,墨汁,法语,0.65,,,,,False,Doors,,,Indian ink,French,French,,Unknown,Unknown,Indian ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,2023-103.63,Indian ink,False,Princeton University Art Museum,"Princeton, United States",未知,Unknown,未知,Unknown,Unknown,,Unknown
141732,大厅门楣框架平面图,1816,,印度墨水，红色、粉色和蓝色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141732,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9580,,,2023-103.50,2026-05-27,1816,未知,印度墨水，红色、粉色和蓝色墨水,法语,0.75,,,,,False,Plan des Armatures en fer pour les Plattes-bandes de la Salle des Pas-perdus (Plan of the framework for the lintels of the concourse),1816,,"Indian ink, red, pink, and blue ink washes",French,French,,1816,Unknown,"Indian ink, red, pink, and blue ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1816,,2023-103.50,"Indian ink, red, pink, and blue ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1816),Unknown,未知,Unknown,Unknown,墨水,Painting Material
141729,大厅脚手架,1816,,印度墨水，粉红色和棕色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141729,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9565,,,2023-103.47,2026-05-27,1816,未知,印度墨水，粉红色和棕色墨水,法语,0.75,,,,,False,Concourse scaffolding,1816,,"Indian ink, pink and brown ink washes",French,French,,1816,Unknown,"Indian ink, pink and brown ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1816,,2023-103.47,"Indian ink, pink and brown ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1816),Unknown,未知,Unknown,Unknown,墨水,Painting Material
141725,Plan Coupe Elevation，des entailles a faire pour les chains des angles du palais de la Bourse（交易所角落链条的平面图、剖面图和立面图）,1814,,印度墨水，蓝色和粉色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141725,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9629,,,2023-103.43,2026-05-27,1814,未知,印度墨水，蓝色和粉色墨水,法语,0.75,,,,,False,"Plan-Coupe-Elevation, des entailles a faire pour porer les chaines des angles du palais de la Bourse (Plan, section and elevation of the notches to be made for the chains of the corners of the Bourse)",1814,,"Indian ink, blue and pink ink washes",French,French,,1814,Unknown,"Indian ink, blue and pink ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1814,,2023-103.43,"Indian ink, blue and pink ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1814),Unknown,未知,Unknown,Unknown,墨水,Painting Material
141716,脚手架图纸、平面图和立面图,1812,,印度墨水，黄色和粉色墨水,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141716,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9472,,,2023-103.33,2026-05-27,1812,未知,印度墨水，黄色和粉色墨水,未知,0.65,,,,,False,"Drawing of the scaffolding, plan and elevation",1812,,"Indian ink, yellow and pink ink washes",,Unknown,,1812,Unknown,"Indian ink, yellow and pink ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,,2023-103.33,"Indian ink, yellow and pink ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1812),Unknown,未知,Unknown,Unknown,墨水,Painting Material
141715,Bon pour l'Execution des trois ponts de Service du cotédu grand Peron，Brogniart（关于在主要外部楼梯一侧建造三座服务桥的协议）,1812,,印度水墨和棕色水墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141715,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9482,,,2023-103.32,2026-05-27,1812,未知,印度水墨和棕色水墨,未知,0.65,,,,,False,"Bon pour l’Execution des trois ponts de Service du coté du grand Peron, Brongniart (Agreement for the execution of the three service bridges on the side of the main exterior stairs)",1812,,Indian ink and brown ink wash,,Unknown,,1812,Unknown,Indian ink and brown ink wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,,2023-103.32,Indian ink and brown ink wash,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1812),Unknown,未知,Unknown,Unknown,水墨,Painting Material
141713,表单,1811,,印度墨水、粉红色、黄色和棕色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141713,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9497,,,2023-103.30,2026-05-27,1811,未知,印度墨水、粉红色、黄色和棕色墨水,法语,0.75,,,,,False,Forms,1811,,"Indian ink, pink, yellow, and brown ink washes",French,French,,1811,Unknown,"Indian ink, pink, yellow, and brown ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1811,,2023-103.30,"Indian ink, pink, yellow, and brown ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1811),Unknown,未知,Unknown,Unknown,墨水,Painting Material
141709,地下室主楼梯腹股沟拱顶的形式,1811,,印度墨水，粉红色、黄色和棕色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141709,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9499,,,2023-103.26,2026-05-27,1811,未知,印度墨水，粉红色、黄色和棕色墨水,法语,0.75,,,,,False,"Ceintre pour la voute d’arrête du grand escalier du soubassement (Form for the groin vault of the main staircase of the basement)
",1811,,"Indian ink, pink, yellow and brown ink washes",French,French,,1811,Unknown,"Indian ink, pink, yellow and brown ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1811,,2023-103.26,"Indian ink, pink, yellow and brown ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1811),Unknown,未知,Unknown,Unknown,墨水,Painting Material
